,id,tcgPlayerId,setId,setName,name,cardNumber,totalSetNumber,rarity,cardType,hp,stage,retreatCost,artist,tcgPlayerUrl,imageUrl_smaller,imageUrl,needsDetailedScrape,dataCompleteness,lastScrapedAt,createdAt,updatedAt,weakness.type,weakness.value,resistance.type,resistance.value,prices.market,prices.listings,prices.primaryCondition,prices.conditions.Near Mint.price,prices.conditions.Near Mint.listings,prices.conditions.Near Mint.priceString,prices.conditions.Lightly Played.price,prices.conditions.Lightly Played.listings,prices.conditions.Lightly Played.priceString,prices.conditions.Moderately Played.price,prices.conditions.Moderately Played.listings,prices.conditions.Moderately Played.priceString,prices.variants.Holofoil.Near Mint.price,prices.variants.Holofoil.Near Mint.listings,prices.variants.Holofoil.Near Mint.priceString,prices.variants.Holofoil.Lightly Played.price,prices.variants.Holofoil.Lightly Played.listings,prices.variants.Holofoil.Lightly Played.priceString,prices.variants.Holofoil.Moderately Played.price,prices.variants.Holofoil.Moderately Played.listings,prices.variants.Holofoil.Moderately Played.priceString,prices.lastUpdated,prices.priceWasCorrected,prices.conditions.Damaged.price,prices.conditions.Damaged.listings,prices.conditions.Damaged.priceString,prices.variants.Holofoil.Damaged.price,prices.variants.Holofoil.Damaged.listings,prices.variants.Holofoil.Damaged.priceString,prices.conditions.Heavily Played.price,prices.conditions.Heavily Played.listings,prices.conditions.Heavily Played.priceString,prices.variants.Holofoil.Heavily Played.price,prices.variants.Holofoil.Heavily Played.listings,prices.variants.Holofoil.Heavily Played.priceString,prices.variants.Normal.Near Mint.price,prices.variants.Normal.Near Mint.listings,prices.variants.Normal.Near Mint.priceString,prices.variants.Normal.Lightly Played.price,prices.variants.Normal.Lightly Played.listings,prices.variants.Normal.Lightly Played.priceString,prices.variants.Normal.Damaged.price,prices.variants.Normal.Damaged.listings,prices.variants.Normal.Damaged.priceString,prices.variants.Normal.Moderately Played.price,prices.variants.Normal.Moderately Played.listings,prices.variants.Normal.Moderately Played.priceString,prices.variants.Reverse Holofoil.Near Mint.price,prices.variants.Reverse Holofoil.Near Mint.listings,prices.variants.Reverse Holofoil.Near Mint.priceString,prices.variants.Reverse Holofoil.Lightly Played.price,prices.variants.Reverse Holofoil.Lightly Played.listings,prices.variants.Reverse Holofoil.Lightly Played.priceString,prices.variants.Reverse Holofoil.Damaged.price,prices.variants.Reverse Holofoil.Damaged.listings,prices.variants.Reverse Holofoil.Damaged.priceString,prices.variants.Reverse Holofoil.Moderately Played.price,prices.variants.Reverse Holofoil.Moderately Played.listings,prices.variants.Reverse Holofoil.Moderately Played.priceString,prices.variants.Normal.Heavily Played.price,prices.variants.Normal.Heavily Played.listings,prices.variants.Normal.Heavily Played.priceString,prices.variants.Reverse Holofoil.Heavily Played.price,prices.variants.Reverse Holofoil.Heavily Played.listings,prices.variants.Reverse Holofoil.Heavily Played.priceString
254,68af6bc6d14a007632025a33,642722,68af37165bce97006df9f23c,SV: Black Bolt,Cubchoo (Poke Ball Pattern),025/086,086,Common,Water,70,Basic,2,,https://www.tcgplayer.com/product/642722/pokemon-sv-black-bolt-cubchoo-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642722_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642722_in_200x200.jpg,FALSE,70,2025-11-27T12:07:53.389Z,2025-08-27T20:34:14.359Z,2025-11-27T12:07:53.469Z,Mx,2,,,0.22,,Near Mint,0.22,425,$0.22,0.31,17,$0.31,0.49,0,$0.49,0.22,425,$0.22,0.31,17,$0.31,0.49,0,$0.49,2025-11-27T12:07:53.389Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,68af6bc6d14a007632025a36,642650,68af37165bce97006df9f23c,SV: Black Bolt,Cubchoo (Master Ball Pattern),025/086,086,Common,Water,70,Basic,2,,https://www.tcgplayer.com/product/642650/pokemon-sv-black-bolt-cubchoo-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642650_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642650_in_200x200.jpg,FALSE,70,2025-11-27T12:09:43.677Z,2025-08-27T20:34:14.398Z,2025-11-28T04:37:15.252Z,Mx,2,,,2.13,,Near Mint,2.13,168,$2.13,2.37,4,$2.37,3.37,1,$3.37,2.13,168,$2.13,2.37,4,$2.37,3.37,1,$3.37,2025-11-27T12:09:43.677Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,68af6bc6d14a007632025a42,642476,68af37165bce97006df9f23c,SV: Black Bolt,Alomomola,024/086,086,Uncommon,Water,110,Basic,1,,https://www.tcgplayer.com/product/642476/pokemon-sv-black-bolt-alomomola,https://tcgplayer-cdn.tcgplayer.com/product/642476_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642476_in_600x600.jpg,FALSE,100,2025-11-27T16:13:23.479Z,2025-08-27T20:34:14.566Z,2025-11-27T16:13:23.569Z,Lx,2,,,0.18,,Near Mint,0.18,46,$0.18,0.36,1,$0.36,,,,,,,,,,,,,2025-11-27T16:13:23.479Z,FALSE,,,,,,,,,,,,,0.06,64,$0.06,0.17,2,$0.17,,,,,,,0.18,46,$0.18,0.36,1,$0.36,,,,,,,,,,,,
257,68af6bc6d14a007632025a3c,642721,68af37165bce97006df9f23c,SV: Black Bolt,Alomomola (Poke Ball Pattern),024/086,086,Uncommon,Water,110,Basic,1,,https://www.tcgplayer.com/product/642721/pokemon-sv-black-bolt-alomomola-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642721_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642721_in_200x200.jpg,FALSE,70,2025-11-27T12:09:47.422Z,2025-08-27T20:34:14.483Z,2025-11-27T12:09:47.504Z,Lx,2,,,0.39,,Near Mint,0.39,79,$0.39,0.58,3,$0.58,,,,0.39,79,$0.39,0.58,3,$0.58,,,,2025-11-27T12:09:47.422Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,68af6bc6d14a007632025a3f,642649,68af37165bce97006df9f23c,SV: Black Bolt,Alomomola (Master Ball Pattern),024/086,086,Uncommon,Water,110,Basic,1,,https://www.tcgplayer.com/product/642649/pokemon-sv-black-bolt-alomomola-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642649_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642120_in_600x600.jpg,FALSE,100,2025-11-27T16:19:07.877Z,2025-08-27T20:34:14.525Z,2025-11-27T16:19:07.959Z,Lx,2,,,4.78,,Near Mint,4.78,24,$4.78,4.25,1,$4.25,,,,4.78,24,$4.78,4.25,1,$4.25,,,,2025-11-27T16:19:07.877Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,68af6bc6d14a007632025a45,642720,68af37165bce97006df9f23c,SV: Black Bolt,Carracosta (Poke Ball Pattern),023/086,086,Rare,Water,180,Stage 2,3,,https://www.tcgplayer.com/product/642720/pokemon-sv-black-bolt-carracosta-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642720_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642720_in_200x200.jpg,FALSE,70,2025-11-27T12:03:08.239Z,2025-08-27T20:34:14.604Z,2025-11-27T12:03:08.320Z,Lx,2,,,0.33,,Near Mint,0.33,356,$0.33,0.36,12,$0.36,,,,0.33,356,$0.33,0.36,12,$0.36,,,,2025-11-27T12:03:08.239Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,68af6bc6d14a007632025a48,642648,68af37165bce97006df9f23c,SV: Black Bolt,Carracosta (Master Ball Pattern),023/086,086,Rare,Water,180,Stage 2,3,,https://www.tcgplayer.com/product/642648/pokemon-sv-black-bolt-carracosta-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642648_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642648_in_200x200.jpg,FALSE,70,2025-11-27T12:03:11.427Z,2025-08-27T20:34:14.644Z,2025-11-28T13:52:56.263Z,Lx,2,,,4.64,,Near Mint,4.64,26,$4.64,4.11,4,$4.11,,,,4.64,26,$4.64,4.11,4,$4.11,,,,2025-11-27T12:03:11.427Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,68af6bc6d14a007632025a4b,642475,68af37165bce97006df9f23c,SV: Black Bolt,Carracosta,023/086,086,Rare,Water,180,Stage 2,3,,https://www.tcgplayer.com/product/642475/pokemon-sv-black-bolt-carracosta,https://tcgplayer-cdn.tcgplayer.com/product/642475_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642475_in_600x600.jpg,FALSE,100,2025-11-27T16:08:49.901Z,2025-08-27T20:34:14.682Z,2025-11-27T16:08:49.979Z,Lx,2,,,0.13,,Near Mint,0.13,284,$0.13,0.27,8,$0.27,,,,0.08,1073,$0.08,0.22,14,$0.22,,,,2025-11-27T16:08:49.901Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,0.13,284,$0.13,0.27,8,$0.27,,,,,,,,,,,,
262,68af6bc6d14a007632025a51,642647,68af37165bce97006df9f23c,SV: Black Bolt,Tirtouga (Master Ball Pattern),022/086,086,Uncommon,Water,100,Stage 1,3,,https://www.tcgplayer.com/product/642647/pokemon-sv-black-bolt-tirtouga-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642647_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642647_in_200x200.jpg,FALSE,70,2025-11-27T12:05:41.538Z,2025-08-27T20:34:14.763Z,2025-11-28T02:45:51.107Z,Lx,2,,,9.8,,Near Mint,9.8,25,$9.80,9.55,2,$9.55,,,,9.8,25,$9.80,9.55,2,$9.55,,,,2025-11-27T12:05:41.538Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,68af6bc6d14a007632025a4e,642719,68af37165bce97006df9f23c,SV: Black Bolt,Tirtouga (Poke Ball Pattern),022/086,086,Uncommon,Water,100,Stage 1,3,,https://www.tcgplayer.com/product/642719/pokemon-sv-black-bolt-tirtouga-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642719_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642719_in_200x200.jpg,FALSE,70,2025-11-27T12:03:15.769Z,2025-08-27T20:34:14.722Z,2025-11-27T12:03:15.849Z,Lx,2,,,0.6,,Near Mint,0.6,37,$0.60,0.78,2,$0.78,,,,0.6,37,$0.60,0.78,2,$0.78,,,,2025-11-27T12:03:15.769Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,68af6bc6d14a007632025a54,642474,68af37165bce97006df9f23c,SV: Black Bolt,Tirtouga,022/086,086,Uncommon,Water,100,Stage 1,3,,https://www.tcgplayer.com/product/642474/pokemon-sv-black-bolt-tirtouga,https://tcgplayer-cdn.tcgplayer.com/product/642474_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642474_in_600x600.jpg,FALSE,100,2025-11-27T16:08:53.746Z,2025-08-27T20:34:14.808Z,2025-11-27T16:08:53.835Z,Lx,2,,,0.06,,Near Mint,0.06,100,$0.06,0.16,1,$0.16,,,,,,,,,,,,,2025-11-27T16:08:53.746Z,FALSE,,,,,,,,,,,,,0.06,100,$0.06,0.16,1,$0.16,,,,,,,0.24,49,$0.24,0.54,1,$0.54,,,,,,,,,,,,
265,68af6bc6d14a007632025a5d,642473,68af37165bce97006df9f23c,SV: Black Bolt,Seismitoad,021/086,086,Uncommon,Water,170,Stage 2,3,,https://www.tcgplayer.com/product/642473/pokemon-sv-black-bolt-seismitoad,https://tcgplayer-cdn.tcgplayer.com/product/642473_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642473_in_600x600.jpg,FALSE,100,2025-11-27T16:24:38.167Z,2025-08-27T20:34:14.922Z,2025-11-27T16:24:38.248Z,Lx,2,,,0.06,,Near Mint,0.06,100,$0.06,0.12,2,$0.12,,,,,,,,,,,,,2025-11-27T16:24:38.167Z,FALSE,,,,,,,,,,,,,0.06,100,$0.06,0.12,2,$0.12,,,,,,,0.13,47,$0.13,0.16,3,$0.16,,,,,,,,,,,,
266,68af6bc6d14a007632025a5a,642646,68af37165bce97006df9f23c,SV: Black Bolt,Seismitoad (Master Ball Pattern),021/086,086,Uncommon,Water,170,Stage 2,3,,https://www.tcgplayer.com/product/642646/pokemon-sv-black-bolt-seismitoad-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642646_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642646_in_200x200.jpg,FALSE,70,2025-11-27T12:07:57.407Z,2025-08-27T20:34:14.884Z,2025-11-27T12:07:57.487Z,Lx,2,,,5.32,,Near Mint,5.32,24,$5.32,3.62,4,$3.62,,,,5.32,24,$5.32,3.62,4,$3.62,,,,2025-11-27T12:07:57.407Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,68af6bc6d14a007632025a57,642718,68af37165bce97006df9f23c,SV: Black Bolt,Seismitoad (Poke Ball Pattern),021/086,086,Uncommon,Water,170,Stage 2,3,,https://www.tcgplayer.com/product/642718/pokemon-sv-black-bolt-seismitoad-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642718_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642718_in_200x200.jpg,FALSE,70,2025-11-27T12:03:21.497Z,2025-08-27T20:34:14.846Z,2025-11-27T12:03:21.579Z,Lx,2,,,0.41,,Near Mint,0.41,72,$0.41,0.88,1,$0.88,,,,0.41,72,$0.41,0.88,1,$0.88,,,,2025-11-27T12:03:21.497Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,68af6bc7d14a007632025a66,642472,68af37165bce97006df9f23c,SV: Black Bolt,Palpitoad,020/086,086,Common,Water,90,Stage 1,2,,https://www.tcgplayer.com/product/642472/pokemon-sv-black-bolt-palpitoad,https://tcgplayer-cdn.tcgplayer.com/product/642472_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642472_in_600x600.jpg,FALSE,100,2025-11-27T16:24:43.296Z,2025-08-27T20:34:15.043Z,2025-11-27T16:24:43.381Z,Lx,2,,,0.03,,Near Mint,0.03,92,$0.03,0.08,1,$0.08,,,,,,,,,,,,,2025-11-27T16:24:43.296Z,FALSE,,,,,,,,,,,,,0.03,92,$0.03,0.23,1,$0.23,,,,,,,0.09,34,$0.09,0.08,1,$0.08,,,,,,,,,,,,
269,68af6bc6d14a007632025a60,642717,68af37165bce97006df9f23c,SV: Black Bolt,Palpitoad (Poke Ball Pattern),020/086,086,Common,Water,90,Stage 1,2,,https://www.tcgplayer.com/product/642717/pokemon-sv-black-bolt-palpitoad-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642717_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642717_in_200x200.jpg,FALSE,70,2025-11-27T12:08:01.070Z,2025-08-27T20:34:14.961Z,2025-11-27T12:08:01.149Z,Lx,2,,,0.28,,Near Mint,0.28,59,$0.28,0.35,5,$0.35,,,,0.28,59,$0.28,0.35,5,$0.35,,,,2025-11-27T12:08:01.070Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,68af6bc7d14a007632025a63,642645,68af37165bce97006df9f23c,SV: Black Bolt,Palpitoad (Master Ball Pattern),020/086,086,Common,Water,90,Stage 1,2,,https://www.tcgplayer.com/product/642645/pokemon-sv-black-bolt-palpitoad-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642645_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642645_in_200x200.jpg,FALSE,70,2025-11-27T12:08:04.953Z,2025-08-27T20:34:15.003Z,2025-11-27T12:08:05.027Z,Lx,2,,,4.37,,Near Mint,4.37,135,$4.37,3.91,5,$3.91,,,,4.37,135,$4.37,3.91,5,$3.91,,,,2025-11-27T12:08:04.953Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,68af6bc7d14a007632025a6c,642644,68af37165bce97006df9f23c,SV: Black Bolt,Tympole (Master Ball Pattern),019/086,086,Common,Water,60,Basic,1,,https://www.tcgplayer.com/product/642644/pokemon-sv-black-bolt-tympole-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642644_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642644_in_200x200.jpg,FALSE,70,2025-11-27T12:05:46.044Z,2025-08-27T20:34:15.122Z,2025-11-27T12:05:46.130Z,Lx,2,,,2.03,,Near Mint,2.03,40,$2.03,2.5,2,$2.50,1.79,1,$1.79,2.03,40,$2.03,2.5,2,$2.50,1.79,1,$1.79,2025-11-27T12:05:46.044Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,68af6bc7d14a007632025a69,642716,68af37165bce97006df9f23c,SV: Black Bolt,Tympole (Poke Ball Pattern),019/086,086,Common,Water,60,Basic,1,,https://www.tcgplayer.com/product/642716/pokemon-sv-black-bolt-tympole-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642716_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642716_in_200x200.jpg,FALSE,70,2025-11-27T12:09:51.114Z,2025-08-27T20:34:15.081Z,2025-11-27T12:09:51.201Z,Lx,2,,,0.2,,Near Mint,0.2,67,$0.20,0.37,2,$0.37,,,,0.2,67,$0.20,0.37,2,$0.37,,,,2025-11-27T12:09:51.114Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,68af6bc7d14a007632025a6f,642471,68af37165bce97006df9f23c,SV: Black Bolt,Tympole,019/086,086,Common,Water,60,Basic,1,,https://www.tcgplayer.com/product/642471/pokemon-sv-black-bolt-tympole,https://tcgplayer-cdn.tcgplayer.com/product/642471_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642471_in_600x600.jpg,FALSE,100,2025-11-27T16:08:57.789Z,2025-08-27T20:34:15.167Z,2025-11-27T16:08:57.875Z,Lx,2,,,0.1,,Near Mint,0.1,47,$0.10,0.23,1,$0.23,,,,,,,,,,,,,2025-11-27T16:08:57.789Z,FALSE,,,,,,,,,,,,,0.04,201,$0.04,0.06,8,$0.06,,,,,,,0.1,47,$0.10,0.23,1,$0.23,,,,,,,,,,,,
274,68af6bc7d14a007632025a78,642470,68af37165bce97006df9f23c,SV: Black Bolt,Simipour,018/086,086,Uncommon,Water,100,Stage 1,1,,https://www.tcgplayer.com/product/642470/pokemon-sv-black-bolt-simipour,https://tcgplayer-cdn.tcgplayer.com/product/642470_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642470_in_600x600.jpg,FALSE,100,2025-11-27T16:24:48.536Z,2025-08-27T20:34:15.287Z,2025-11-27T16:24:48.621Z,Lx,2,,,0.04,,Near Mint,0.04,48,$0.04,0.16,1,$0.16,,,,,,,,,,,,,2025-11-27T16:24:48.536Z,FALSE,,,,,,,,,,,,,0.04,48,$0.04,0.16,1,$0.16,,,,,,,0.16,50,$0.16,0.38,1,$0.38,,,,,,,,,,,,
275,68af6bc7d14a007632025a72,642715,68af37165bce97006df9f23c,SV: Black Bolt,Simipour (Poke Ball Pattern),018/086,086,Uncommon,Water,100,Stage 1,1,,https://www.tcgplayer.com/product/642715/pokemon-sv-black-bolt-simipour-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642715_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642715_in_200x200.jpg,FALSE,70,2025-11-27T12:08:08.165Z,2025-08-27T20:34:15.208Z,2025-11-27T12:08:08.243Z,Lx,2,,,0.41,,Near Mint,0.41,313,$0.41,0.75,2,$0.75,,,,0.41,313,$0.41,0.75,2,$0.75,,,,2025-11-27T12:08:08.165Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,68af6bc7d14a007632025a75,642643,68af37165bce97006df9f23c,SV: Black Bolt,Simipour (Master Ball Pattern),018/086,086,Uncommon,Water,100,Stage 1,1,,https://www.tcgplayer.com/product/642643/pokemon-sv-black-bolt-simipour-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642643_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642643_in_200x200.jpg,FALSE,70,2025-11-27T12:03:25.434Z,2025-08-27T20:34:15.248Z,2025-11-28T14:03:24.771Z,Lx,2,,,5.07,,Near Mint,5.07,27,$5.07,4.12,2,$4.12,,,,5.07,27,$5.07,4.12,2,$4.12,,,,2025-11-27T12:03:25.434Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,68af6bc7d14a007632025a81,642469,68af37165bce97006df9f23c,SV: Black Bolt,Panpour,017/086,086,Common,Water,70,Basic,1,,https://www.tcgplayer.com/product/642469/pokemon-sv-black-bolt-panpour,https://tcgplayer-cdn.tcgplayer.com/product/642469_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642469_in_600x600.jpg,FALSE,100,2025-11-27T16:13:26.952Z,2025-08-27T20:34:15.408Z,2025-11-27T16:13:27.041Z,Lx,2,,,0.08,,Near Mint,0.08,1,$0.08,0.12,0,$0.12,,,,0.08,1,$0.08,,,,,,,2025-11-27T16:13:26.952Z,FALSE,,,,,,,,,,,,,0.06,50,$0.06,0.12,0,$0.12,,,,,,,0.11,42,$0.11,0.23,1,$0.23,,,,,,,,,,,,
278,68af6bc7d14a007632025a7b,642714,68af37165bce97006df9f23c,SV: Black Bolt,Panpour (Poke Ball Pattern),017/086,086,Common,Water,70,Basic,1,,https://www.tcgplayer.com/product/642714/pokemon-sv-black-bolt-panpour-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642714_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/610636_in_600x600.jpg,FALSE,70,2025-11-27T12:08:12.583Z,2025-08-27T20:34:15.327Z,2025-11-27T12:08:12.660Z,Lx,2,,,0.27,,Near Mint,0.27,82,$0.27,0.24,2,$0.24,,,,0.27,82,$0.27,0.24,2,$0.24,,,,2025-11-27T12:08:12.583Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,68af6bc7d14a007632025a7e,642642,68af37165bce97006df9f23c,SV: Black Bolt,Panpour (Master Ball Pattern),017/086,086,Common,Water,70,Basic,1,,https://www.tcgplayer.com/product/642642/pokemon-sv-black-bolt-panpour-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642642_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642271_in_600x600.jpg,FALSE,100,2025-11-27T16:19:12.897Z,2025-08-27T20:34:15.366Z,2025-11-27T16:19:12.983Z,Lx,2,,,1.44,,Near Mint,1.44,197,$1.44,1.28,11,$1.28,,,,1.44,197,$1.44,1.28,11,$1.28,,,,2025-11-27T16:19:12.897Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,68af6bc7d14a007632025a87,642641,68af37165bce97006df9f23c,SV: Black Bolt,Volcarona (Master Ball Pattern),016/086,086,Rare,Fire,120,Stage 1,1,,https://www.tcgplayer.com/product/642641/pokemon-sv-black-bolt-volcarona-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642641_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642641_in_200x200.jpg,FALSE,70,2025-11-27T12:05:51.086Z,2025-08-27T20:34:15.494Z,2025-11-27T12:05:51.169Z,Wx,2,,,7.52,,Near Mint,7.52,21,$7.52,6.38,1,$6.38,,,,7.52,21,$7.52,6.38,1,$6.38,,,,2025-11-27T12:05:51.086Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,68af6bc7d14a007632025a8a,642468,68af37165bce97006df9f23c,SV: Black Bolt,Volcarona,016/086,086,Rare,Fire,120,Stage 1,1,,https://www.tcgplayer.com/product/642468/pokemon-sv-black-bolt-volcarona,https://tcgplayer-cdn.tcgplayer.com/product/642468_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642468_in_600x600.jpg,FALSE,100,2025-11-27T16:24:51.762Z,2025-08-27T20:34:15.532Z,2025-11-27T16:24:51.844Z,Wx,2,,,0.08,,Near Mint,0.08,222,$0.08,0.18,1,$0.18,,,,0.08,222,$0.08,0.19,6,$0.19,,,,2025-11-27T16:24:51.762Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,0.14,15,$0.14,0.18,1,$0.18,,,,,,,,,,,,
282,68af6bc7d14a007632025a84,642713,68af37165bce97006df9f23c,SV: Black Bolt,Volcarona (Poke Ball Pattern),016/086,086,Rare,Fire,120,Stage 1,1,,https://www.tcgplayer.com/product/642713/pokemon-sv-black-bolt-volcarona-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642713_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642713_in_200x200.jpg,FALSE,70,2025-11-27T12:03:33.507Z,2025-08-27T20:34:15.456Z,2025-11-27T12:03:33.589Z,Wx,2,,,0.58,,Near Mint,0.58,371,$0.58,0.72,12,$0.72,,,,0.58,371,$0.58,0.72,12,$0.72,,,,2025-11-27T12:03:33.507Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,68af6bc7d14a007632025a8d,642712,68af37165bce97006df9f23c,SV: Black Bolt,Larvesta (Poke Ball Pattern),015/086,086,Common,Fire,60,Basic,1,,https://www.tcgplayer.com/product/642712/pokemon-sv-black-bolt-larvesta-poke-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642712_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642712_in_200x200.jpg,FALSE,70,2025-11-27T12:05:54.990Z,2025-08-27T20:34:15.578Z,2025-11-27T12:05:55.079Z,Wx,2,,,0.23,,Near Mint,0.23,101,$0.23,0.33,3,$0.33,,,,0.23,101,$0.23,0.33,3,$0.33,,,,2025-11-27T12:05:54.990Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,68af6bc7d14a007632025a90,642640,68af37165bce97006df9f23c,SV: Black Bolt,Larvesta (Master Ball Pattern),015/086,086,Common,Fire,60,Basic,1,,https://www.tcgplayer.com/product/642640/pokemon-sv-black-bolt-larvesta-master-ball-pattern,https://tcgplayer-cdn.tcgplayer.com/product/642640_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/642640_in_200x200.jpg,FALSE,70,2025-11-27T12:05:58.049Z,2025-08-27T20:34:15.622Z,2025-11-27T19:03:07.000Z,Wx,2,,,2.94,,Near Mint,2.94,162,$2.94,3.91,6,$3.91,,,,2.94,162,$2.94,3.91,6,$3.91,,,,2025-11-27T12:05:58.049Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
